768	7516
769	7583
770	7074
771	5819
772	6242
773	7293
774	6298
775	6526
776	7570
777	7515
778	6035
779	6506
780	6490
781	5845
782	5769
783	6167
784	6557
785	6809
786	7431
787	7126
788	6022
789	7046
790	7628
791	6245
792	7316
793	6477
794	6490
795	7760
796	7733
797	7015
798	6967
799	6591
800	7161
801	7018
802	6681
803	6872
804	7593
805	6463
806	6594
807	6012
808	7502
809	6061
810	6145
811	7667
812	6160
813	6710
814	6905
815	6743
816	7741
817	7170
818	6510
819	7319
820	6166
821	6089
822	7217
823	6724
824	6120
825	7323
826	7286
827	6343
828	7685
829	6153
830	6509
831	7488
832	6934
833	7041
834	6833
835	6714
836	7186
837	7581
838	7123
839	6282
840	6469
841	6135
842	6357
843	6697
844	6254
845	7740
846	7026
847	7926
848	7563
849	7068
850	6345
851	7406
852	8004
853	7806
854	7675
855	6908
856	6970
857	7378
858	8051
859	6236
860	8051
861	7965
862	6688
863	7745
864	7596
865	6370
866	7439
867	7283
868	7636
869	7352
870	7681
871	7034
872	7619
873	7640
874	8025
875	7759
876	7794
877	6862
878	7945
879	7981
880	7271
881	7431
882	6707
883	8093
884	7355
885	6492
886	8195
887	6930
888	6882
889	7001
890	7337
891	7543
892	6842
893	7411
894	7737
895	6803
896	7558
897	8144
898	7761
899	7898
900	7923
901	8042
902	7797
903	7053
904	8406
905	6627
906	7423
907	7055
908	7809
909	7201
910	7246
911	8421
912	7615
913	7583
914	7274
915	8338
916	6886
917	8174
918	7242
919	7956
920	7437
921	7446
922	7147
923	7232
924	7973
925	7599
926	8485
927	8300
928	7949
929	7973
930	7930
931	7431
932	7949
933	7230
934	6949
935	8418
936	8279
937	7974
938	7984
939	7150
940	7143
941	7895
942	7933
943	6754
944	7026
945	6724
946	8284
947	8320
948	8555
949	7885
950	7411
951	8265
952	7093
953	6919
954	6826
955	7311
956	7290
957	7867
958	6970
959	6981
960	7605
961	8561
962	8718
963	7855
964	7079
965	8101
966	6948
967	8722
968	6974
969	8514
970	7983
971	7885
972	8140
973	8047
974	7216
975	7757
976	6929
977	7927
978	6898
979	7024
980	7142
981	8257
982	7797
983	6957
984	7522
985	7793
986	8807
987	7894
988	8074
989	8848
990	7478
991	7289
992	7769
993	8683
994	7235
995	8367
996	7093
997	8711
998	7683
999	7471
